job_title,experience_level,salary_in_usd,employee_residence,employment_type
Machine Learning Engineer,SE,165500,US,FT
Data Engineer,SE,193000,US,FT
Data Engineer,SE,134000,US,FT
AI Engineer,SE,180000,US,FT
AI Engineer,SE,150000,US,FT
Data Developer,MI,120681,US,FT
Data Developer,MI,72409,US,FT
Machine Learning Engineer,SE,180000,US,FT
Machine Learning Engineer,SE,139750,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Data Engineer,SE,254000,US,FT
Data Engineer,SE,200000,US,FT
AI Developer,SE,260000,US,FT
AI Developer,SE,192000,US,FT
Data Scientist,SE,272290,US,FT
Data Scientist,SE,169374,US,FT
Principal Data Scientist,SE,195000,US,FT
Data Science Lead,SE,204500,US,FT
Data Science Lead,SE,142200,US,FT
Business Data Analyst,MI,17000,AM,FT
Data Engineer,SE,181500,US,FT
Data Engineer,SE,112200,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,162000,US,FT
Machine Learning Researcher,MI,150000,US,FT
Machine Learning Researcher,MI,100000,US,FT
Machine Learning Engineer,SE,250500,US,FT
Machine Learning Engineer,SE,166600,US,FT
Head of Data,EX,247500,US,FT
Head of Data,EX,172200,US,FT
Machine Learning Engineer,SE,247500,US,FT
Machine Learning Engineer,SE,172200,US,FT
Data Scientist,SE,223290,US,FT
Data Scientist,SE,131310,US,FT
Staff Data Analyst,EN,44753,CA,CT
AI Engineer,EN,35000,HR,FT
AI Developer,SE,53984,IT,FT
Machine Learning Engineer,SE,226600,US,FT
Machine Learning Engineer,SE,140100,US,FT
Machine Learning Scientist,SE,204500,CA,FT
Machine Learning Scientist,SE,142200,CA,FT
Research Scientist,SE,220000,US,FT
Research Scientist,SE,140000,US,FT
Machine Learning Engineer,SE,204600,US,FT
Machine Learning Engineer,SE,126500,US,FT
Research Analyst,SE,135960,US,FT
Research Analyst,SE,70960,US,FT
Data Engineer,SE,128750,US,FT
Data Engineer,SE,86250,US,FT
Data Engineer,SE,110736,GB,FT
Data Engineer,SE,92280,GB,FT
Data Engineer,MI,131000,CO,FT
Data Engineer,MI,88000,CO,FT
Data Analyst,SE,185100,US,FT
Data Analyst,SE,133300,US,FT
Research Engineer,SE,180000,US,FT
Research Engineer,SE,150000,US,FT
Data Engineer,SE,90000,US,FT
Data Engineer,SE,75000,US,FT
AI Developer,EN,130000,US,FT
Data Analyst,EN,20673,IN,FT
Data Analyst,SE,73824,GB,FT
Data Analyst,SE,61520,GB,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
ML Engineer,MI,125000,US,FT
ML Engineer,MI,85000,US,FT
Data Manager,MI,80000,US,FT
Data Manager,MI,70000,US,FT
Data Scientist,SE,260000,US,FT
Data Scientist,SE,160000,US,FT
Data Manager,SE,105000,US,FT
Data Manager,SE,80000,US,FT
Machine Learning Engineer,SE,150000,CA,FT
Machine Learning Engineer,SE,95000,CA,FT
Data Engineer,SE,204750,US,FT
Data Engineer,SE,153550,US,FT
Data Analyst,SE,150000,US,FT
Data Analyst,SE,120000,US,FT
Data Engineer,MI,150000,US,FT
Data Engineer,MI,110000,US,FT
Data Engineer,SE,200000,US,FT
Data Engineer,SE,141000,US,FT
Data Engineer,SE,230000,US,FT
Data Engineer,SE,175000,US,FT
Research Scientist,SE,150000,US,FT
Research Scientist,SE,120000,US,FT
Machine Learning Engineer,SE,207611,US,FT
Machine Learning Engineer,SE,127876,US,FT
Data Analyst,SE,175000,US,FT
Data Analyst,SE,135000,US,FT
Data Analyst,SE,100000,US,FT
Data Analyst,SE,75000,US,FT
Data Scientist,MI,170000,US,FT
Data Scientist,MI,144500,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Machine Learning Engineer,SE,255360,US,FT
Machine Learning Engineer,SE,212800,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,100000,US,FT
Data Analyst,SE,106400,US,FT
Data Analyst,SE,81800,US,FT
Data Developer,MI,130000,US,FT
Data Developer,MI,69139,US,FT
Business Intelligence Analyst,MI,100631,CA,FT
Business Intelligence Analyst,MI,80505,CA,FT
Data Infrastructure Engineer,SE,300105,US,FT
Data Infrastructure Engineer,SE,151090,US,FT
Machine Learning Software Engineer,MI,217600,US,FT
Machine Learning Software Engineer,MI,145000,US,FT
Data Scientist,MI,79976,GB,FT
Data Scientist,MI,55368,GB,FT
Data Engineer,SE,129000,US,FT
Data Engineer,SE,110000,US,FT
Research Analyst,SE,185000,US,FT
Research Analyst,SE,50000,US,FT
Data Engineer,SE,210000,US,FT
Data Engineer,SE,108000,US,FT
Data Analyst,MI,80000,US,FT
Data Analyst,MI,59500,US,FT
Machine Learning Engineer,SE,250000,US,FT
Machine Learning Engineer,SE,173400,US,FT
Data Architect,SE,215000,US,FT
Data Architect,SE,153000,US,FT
Machine Learning Scientist,SE,210398,GB,FT
Machine Learning Scientist,SE,147648,GB,FT
Data Analyst,SE,105000,US,FT
Data Analyst,SE,75000,US,FT
Machine Learning Operations Engineer,SE,60000,TH,FT
AI Scientist,MI,54000,KR,FT
Data Engineer,SE,202000,US,FT
Data Engineer,SE,132000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Analyst,MI,73824,GB,FT
Data Analyst,MI,61520,GB,FT
Data Scientist,SE,316000,US,FT
Data Scientist,SE,202000,US,FT
AI Research Engineer,MI,81206,GB,FT
Head of Machine Learning,EX,330000,US,FT
Head of Machine Learning,EX,188000,US,FT
BI Analyst,MI,140000,US,FT
BI Analyst,MI,110000,US,FT
Machine Learning Researcher,SE,190000,US,FT
Machine Learning Researcher,SE,170000,US,FT
Data Engineer,SE,180000,US,FT
Data Engineer,SE,162000,US,FT
Research Analyst,SE,150000,US,FT
Research Analyst,SE,125000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,105000,US,FT
Data Specialist,MI,90000,US,FT
Data Specialist,MI,73000,US,FT
Data Scientist,MI,145000,US,FT
Data Scientist,MI,115000,US,FT
Data Manager,SE,145000,US,FT
Data Manager,SE,130000,US,FT
Decision Scientist,MI,204500,US,FT
Decision Scientist,MI,142200,US,FT
Business Intelligence Analyst,MI,150000,US,FT
Business Intelligence Analyst,MI,135000,US,FT
Machine Learning Engineer,SE,247500,US,FT
Machine Learning Engineer,SE,172200,US,FT
Head of Data,EX,329500,US,FT
Head of Data,EX,269600,US,FT
Business Intelligence Engineer,SE,225000,US,FT
Business Intelligence Engineer,SE,156400,US,FT
Data Engineer,SE,190000,US,FT
Data Engineer,SE,170000,US,FT
Data Science Lead,MI,185900,US,FT
Data Science Lead,MI,129300,US,FT
Data Analyst,MI,80000,US,FT
Data Analyst,MI,70000,US,FT
Data Scientist,SE,204500,US,FT
Data Scientist,SE,138900,US,FT
Machine Learning Scientist,SE,204500,CA,FT
Machine Learning Scientist,SE,142200,CA,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Data Engineer,MI,146000,US,FT
Data Engineer,MI,97000,US,FT
Data Engineer,SE,147100,US,FT
Data Engineer,SE,90700,US,FT
Data Scientist,SE,257000,US,FT
Data Scientist,SE,197000,US,FT
Business Intelligence Engineer,SE,140000,US,FT
Business Intelligence Engineer,SE,120000,US,FT
Data Analyst,SE,85000,US,FT
Data Analyst,SE,79000,US,FT
Data Analyst,SE,93919,US,FT
Data Analyst,SE,51962,US,FT
Data Engineer,SE,155000,US,FT
Data Engineer,SE,84800,US,FT
Machine Learning Engineer,SE,250500,US,FT
Machine Learning Engineer,SE,166600,US,FT
Data Scientist,MI,135344,GB,FT
Data Scientist,MI,98432,GB,FT
Data Engineer,EX,174500,US,FT
Data Engineer,EX,113000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,90000,US,FT
Head of Data,EX,246080,GB,FT
Head of Data,EX,184560,GB,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,90000,US,FT
Data Analyst,MI,53120,EE,FT
Data Analyst,MI,33686,EE,FT
Data Engineer,SE,260000,US,FT
Data Engineer,SE,225000,US,FT
Machine Learning Engineer,SE,226600,US,FT
Machine Learning Engineer,SE,140100,US,FT
Machine Learning Engineer,SE,204600,US,FT
Machine Learning Engineer,SE,126500,US,FT
Machine Learning Engineer,SE,340000,US,FT
Machine Learning Engineer,SE,212000,US,FT
Analytics Engineer,SE,213600,US,FT
Analytics Engineer,SE,142400,US,FT
Data Scientist,SE,153600,US,FT
Data Scientist,SE,106800,US,FT
Machine Learning Engineer,SE,309000,US,FT
Machine Learning Engineer,SE,142000,US,FT
ML Engineer,MI,125000,US,FT
ML Engineer,MI,85000,US,FT
Machine Learning Engineer,SE,226600,US,FT
Machine Learning Engineer,SE,140100,US,FT
Research Scientist,SE,303050,US,FT
Research Scientist,SE,202350,US,FT
Data Engineer,SE,143000,US,FT
Data Engineer,SE,95000,US,FT
Business Intelligence Engineer,SE,185000,US,FT
Business Intelligence Engineer,SE,79600,US,FT
Data Scientist,SE,207900,US,FT
Data Scientist,SE,158400,US,FT
Research Scientist,SE,303050,US,FT
Research Scientist,SE,202350,US,FT
Data Infrastructure Engineer,SE,385000,US,FT
Data Infrastructure Engineer,SE,200000,US,FT
Machine Learning Engineer,SE,241300,US,FT
Machine Learning Engineer,SE,211949,US,FT
Data Strategy Manager,SE,115000,US,FT
Data Strategy Manager,SE,90000,US,FT
Data Scientist,MI,172200,US,FT
Data Scientist,MI,131200,US,FT
Data Scientist,EN,105000,US,FT
Data Scientist,EN,70000,US,FT
Machine Learning Engineer,SE,253000,US,FT
Machine Learning Engineer,SE,123800,US,FT
Data Scientist,SE,240000,US,FT
Data Scientist,SE,142500,US,FT
Data Scientist,EN,34924,TR,FT
Machine Learning Engineer,SE,330000,US,FT
Machine Learning Engineer,SE,204000,US,FT
Machine Learning Engineer,EX,180000,US,FT
Machine Learning Engineer,EX,160000,US,FT
Business Intelligence Analyst,SE,193600,US,FT
Business Intelligence Analyst,SE,130838,US,FT
Data Engineer,SE,225500,US,FT
Data Engineer,SE,139400,US,FT
Data Engineer,SE,143000,US,FT
Data Engineer,SE,95000,US,FT
Machine Learning Engineer,SE,328133,US,FT
Machine Learning Engineer,SE,218755,US,FT
Data Scientist,SE,250830,US,FT
Data Scientist,SE,143370,US,FT
Analytics Engineer,SE,260000,US,FT
Analytics Engineer,SE,160000,US,FT
Data Scientist,SE,203500,US,FT
Data Scientist,SE,166500,US,FT
Data Scientist,MI,180000,US,FT
Data Scientist,MI,162000,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,115000,US,FT
Data Analyst,SE,180400,US,FT
Data Analyst,SE,138800,US,FT
Research Analyst,SE,148350,US,FT
Research Analyst,SE,87400,US,FT
Data Analyst,MI,87500,US,FT
Data Analyst,MI,62500,US,FT
Data Science Consultant,SE,157550,US,FT
Data Science Consultant,SE,104650,US,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Machine Learning Engineer,SE,309000,US,FT
Machine Learning Engineer,SE,142000,US,FT
Data Engineer,SE,139500,US,FT
Data Engineer,SE,118575,US,FT
Data Analyst,SE,129150,US,FT
Data Analyst,SE,98400,US,FT
Data Analyst,SE,192500,US,FT
Data Analyst,SE,140000,US,FT
Data Engineer,MI,67672,GB,FT
Data Engineer,MI,67672,GB,FT
Business Intelligence Developer,SE,98010,US,FT
Business Intelligence Developer,SE,66825,US,FT
Data Manager,SE,145000,US,FT
Data Manager,SE,130000,US,FT
Data Analyst,MI,95000,US,FT
Data Analyst,MI,80000,US,FT
Decision Scientist,MI,204500,US,FT
Decision Scientist,MI,142200,US,FT
Data Scientist,SE,120000,US,FT
Data Scientist,SE,100000,US,FT
Data Science Manager,SE,190000,US,FT
Data Science Manager,SE,170000,US,FT
Research Engineer,SE,155000,US,FT
Research Engineer,SE,130000,US,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Machine Learning Engineer,MI,170000,US,FT
Machine Learning Engineer,MI,120000,US,FT
Data Analyst,MI,229000,US,FT
Data Analyst,MI,131000,US,FT
Data Architect,SE,104584,GB,FT
Data Architect,SE,92280,GB,FT
Data Analyst,SE,192000,US,FT
Data Analyst,SE,164000,US,FT
Data Engineer,SE,181500,US,FT
Data Engineer,SE,112200,US,FT
Data Scientist,SE,223800,US,FT
Data Scientist,SE,172100,US,FT
Applied Scientist,SE,258800,US,FT
Applied Scientist,SE,199200,US,FT
Research Engineer,SE,185000,US,FT
Research Engineer,SE,148000,US,FT
Machine Learning Engineer,SE,193600,US,FT
Machine Learning Engineer,SE,119700,US,FT
Data Scientist,SE,175750,US,FT
Data Scientist,SE,136742,US,FT
Research Engineer,MI,257400,US,FT
Research Engineer,MI,193500,US,FT
Data Scientist,SE,228856,US,FT
Data Scientist,SE,144540,US,FT
Data Architect,SE,170000,US,FT
Data Architect,SE,140000,US,FT
Data Scientist,SE,155000,US,FT
Data Scientist,SE,125000,US,FT
Data Architect,SE,170000,US,FT
Data Architect,SE,140000,US,FT
Data Engineer,SE,150600,US,FT
Data Engineer,SE,120500,US,FT
Data Scientist,SE,176000,US,FT
Data Scientist,SE,152000,US,FT
Analytics Engineer,SE,200000,US,FT
Data Strategist,MI,115500,US,FT
Data Strategist,MI,73500,US,FT
Data Engineer,EX,135344,GB,FT
Data Engineer,EX,98432,GB,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,172758,US,FT
Research Engineer,MI,86128,GB,FT
Research Engineer,MI,67672,GB,FT
Data Analyst,MI,110000,US,FT
Data Analyst,MI,85000,US,FT
Insight Analyst,MI,51676,GB,FT
Insight Analyst,MI,43064,GB,FT
Data Engineer,SE,245000,US,FT
Data Engineer,SE,194992,US,FT
Data Scientist,MI,140000,US,FT
Data Scientist,MI,100000,US,FT
Machine Learning Engineer,SE,213800,US,FT
Machine Learning Engineer,SE,180300,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,90000,US,FT
Director of Data Science,EX,375500,US,FT
Director of Data Science,EX,250300,US,FT
Machine Learning Engineer,SE,250500,US,FT
Machine Learning Engineer,SE,166600,US,FT
ML Engineer,SE,262269,US,FT
ML Engineer,SE,230797,US,FT
Data Engineer,MI,147100,US,FT
Data Engineer,MI,90700,US,FT
Machine Learning Infrastructure Engineer,SE,185000,US,FT
Machine Learning Infrastructure Engineer,SE,145000,US,FT
Data Analyst,SE,123040,GB,FT
Data Analyst,SE,92280,GB,FT
BI Developer,SE,98432,GB,FT
BI Developer,SE,62442,GB,FT
Data Scientist,MI,115000,US,FT
Data Scientist,MI,90000,US,FT
Data Analyst,SE,195000,US,FT
Data Analyst,SE,73500,US,FT
Data Engineer,SE,155000,US,FT
Data Engineer,SE,84800,US,FT
Data Infrastructure Engineer,SE,185000,US,FT
Data Infrastructure Engineer,SE,145000,US,FT
Machine Learning Infrastructure Engineer,SE,158900,US,FT
Machine Learning Infrastructure Engineer,SE,132400,US,FT
AI Engineer,MI,140000,US,FT
Data Manager,MI,130000,US,FT
Data Manager,MI,100000,US,FT
Machine Learning Scientist,SE,163800,US,FT
Machine Learning Scientist,SE,126000,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,111967,US,FT
Data Engineer,SE,205600,US,FT
Data Engineer,SE,105700,US,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Data Analyst,MI,104000,US,FT
Data Analyst,MI,88000,US,FT
Data Engineer,SE,216027,US,FT
Data Engineer,SE,101028,US,FT
Data Scientist,SE,48585,ES,FT
Data Scientist,SE,38868,ES,FT
Applied Scientist,SE,309400,US,FT
Applied Scientist,SE,159100,US,FT
Data Analyst,SE,142000,US,FT
Data Analyst,SE,128000,US,FT
Data Engineer,SE,174350,US,FT
Data Engineer,SE,126800,US,FT
Machine Learning Engineer,SE,226600,US,FT
Machine Learning Engineer,SE,140100,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,162000,US,FT
Machine Learning Engineer,SE,262000,US,FT
Machine Learning Engineer,SE,186000,US,FT
Business Intelligence Engineer,SE,185000,US,FT
Business Intelligence Engineer,SE,79600,US,FT
Data Analyst,SE,129000,CA,FT
Data Analyst,SE,95000,CA,FT
Analytics Engineer,SE,175000,US,FT
Analytics Engineer,SE,120000,US,FT
Data Analyst,MI,92280,GB,FT
Data Analyst,MI,67672,GB,FT
Applied Data Scientist,EN,29691,IT,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,105000,US,FT
Machine Learning Engineer,SE,232200,US,FT
Machine Learning Engineer,SE,119000,US,FT
Data Scientist,SE,268000,US,FT
Data Scientist,SE,137500,US,FT
Data Analyst,SE,153300,US,FT
Data Analyst,SE,104244,US,FT
Applied Scientist,SE,216000,US,FT
Applied Scientist,SE,184000,US,FT
Data Scientist,SE,190000,US,FT
Data Scientist,SE,145000,US,FT
Data Engineer,SE,155000,US,FT
Data Engineer,SE,135000,US,FT
Data Scientist,SE,226000,US,FT
Data Scientist,SE,160000,US,FT
Data Analyst,MI,80000,US,FT
Data Analyst,MI,70000,US,FT
Data Science Practitioner,SE,198800,US,FT
Data Science Practitioner,SE,122600,US,FT
Applied Scientist,SE,230000,US,FT
Applied Scientist,SE,196000,US,FT
Data Scientist,SE,181500,US,FT
Data Scientist,SE,127000,US,FT
Machine Learning Researcher,MI,210000,US,FT
AI Programmer,SE,120000,CA,FT
ML Engineer,SE,385000,US,FT
ML Engineer,SE,245000,US,FT
AI Engineer,MI,225000,US,FT
AI Engineer,MI,175000,US,FT
Data Engineer,SE,110019,CA,FT
Data Engineer,SE,86682,CA,FT
Data Analyst,SE,131650,US,FT
Data Analyst,SE,105320,US,FT
Research Engineer,SE,210000,US,FT
Research Engineer,SE,151800,US,FT
Data Scientist,SE,147500,US,FT
Data Scientist,SE,112500,US,FT
Machine Learning Engineer,SE,240000,US,FT
Machine Learning Engineer,SE,163200,US,FT
Data Analyst,SE,134200,US,FT
Data Analyst,SE,103200,US,FT
Data Analyst,SE,65000,US,FT
Data Analyst,SE,55000,US,FT
Data Scientist,SE,234000,US,FT
Data Scientist,SE,176000,US,FT
Machine Learning Infrastructure Engineer,SE,165400,US,FT
Machine Learning Infrastructure Engineer,SE,127300,US,FT
Data Analyst,SE,180400,US,FT
Data Analyst,SE,138800,US,FT
Data Science Manager,SE,107968,PH,FT
AI Engineer,MI,32811,ES,FT
Data Science Manager,MI,38915,IN,FT
Data Science Lead,MI,185900,US,FT
Data Science Lead,MI,129300,US,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Machine Learning Engineer,MI,145000,US,FT
Machine Learning Engineer,MI,135000,US,FT
Data Scientist,MI,126900,US,FT
Data Scientist,MI,77900,US,FT
Data Analyst,SE,85000,US,FT
Data Analyst,SE,75000,US,FT
Data Engineer,MI,110736,GB,FT
Data Engineer,MI,92280,GB,FT
Machine Learning Engineer,SE,330000,US,FT
Machine Learning Engineer,SE,204000,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
AI Research Engineer,EN,24322,IN,FT
Data Science Manager,SE,43779,IN,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Data Engineer,SE,225500,US,FT
Data Engineer,SE,139400,US,FT
Data Scientist,EN,150000,US,FT
Data Scientist,EN,140000,US,FT
Data Scientist,SE,226000,US,FT
Data Scientist,SE,162000,US,FT
Machine Learning Engineer,SE,200000,US,FT
Machine Learning Engineer,SE,150000,US,FT
Data Modeler,SE,195000,US,FT
Data Modeler,SE,160000,US,FT
Data Operations Analyst,SE,154000,US,FT
Data Operations Analyst,SE,82000,US,FT
Data Science Manager,SE,160000,US,FT
Data Science Manager,SE,145000,US,FT
AI Engineer,SE,239400,US,FT
AI Engineer,SE,136800,US,FT
Head of Data,EX,329500,US,FT
Head of Data,EX,269600,US,FT
Data Scientist,SE,120000,US,FT
Data Scientist,SE,100000,US,FT
Decision Scientist,SE,204500,US,FT
Decision Scientist,SE,142200,US,FT
Data Scientist,SE,230000,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,164000,US,FT
Data Scientist,SE,130000,US,FT
Data Engineer,SE,169000,US,FT
Data Engineer,SE,91000,US,FT
Machine Learning Engineer,SE,323300,US,FT
Machine Learning Engineer,SE,184700,US,FT
Data Manager,SE,145000,US,FT
Data Manager,SE,130000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,120000,US,FT
Research Scientist,SE,210000,US,FT
Research Scientist,SE,136000,US,FT
Data Engineer,SE,171250,US,FT
Data Engineer,SE,113750,US,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Machine Learning Engineer,SE,195000,US,FT
Machine Learning Engineer,SE,142000,US,FT
Data Engineer,MI,185900,US,FT
Data Engineer,MI,129300,US,FT
Machine Learning Engineer,SE,194100,US,FT
Machine Learning Engineer,SE,152300,US,FT
Data Architect,SE,190000,US,FT
Data Architect,SE,120000,US,FT
Research Engineer,SE,240000,US,FT
Research Engineer,SE,157250,US,FT
Data Engineer,SE,212000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,194400,US,FT
Data Engineer,SE,132192,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Analytics Engineer,SE,174000,US,FT
Analytics Engineer,SE,134000,US,FT
Machine Learning Engineer,MI,38868,ES,FT
Data Engineer,MI,152000,US,FT
Data Developer,SE,144700,US,FT
Data Developer,SE,85500,US,FT
Data Manager,MI,115500,US,FT
Data Manager,MI,73500,US,FT
Data Analyst,MI,53120,EE,FT
Data Analyst,MI,38868,EE,FT
Data Scientist,SE,200000,US,FT
Data Scientist,SE,160000,US,FT
Data Analyst,MI,67500,US,FT
Data Analyst,MI,46500,US,FT
Data Engineer,EX,265800,US,FT
Data Engineer,EX,177200,US,FT
Data Scientist,SE,222000,US,FT
Data Scientist,SE,115920,US,FT
Machine Learning Engineer,SE,250000,US,FT
Machine Learning Engineer,SE,190000,US,FT
AI Engineer,SE,64781,ES,FT
Data Engineer,SE,284310,US,FT
Data Engineer,SE,153090,US,FT
Machine Learning Engineer,SE,324000,US,FT
Machine Learning Engineer,SE,159000,US,FT
Research Scientist,SE,204500,US,FT
Research Scientist,SE,142200,US,FT
Machine Learning Engineer,SE,309000,US,FT
Machine Learning Engineer,SE,142000,US,FT
Data Engineer,SE,247300,US,FT
Data Engineer,SE,139700,US,FT
Data Analyst,MI,95000,US,FT
Data Analyst,MI,80000,US,FT
Data Scientist,MI,130500,US,FT
Data Scientist,MI,111000,US,FT
Data Analyst,SE,213210,US,FT
Data Analyst,SE,102434,US,FT
Machine Learning Engineer,SE,200000,US,FT
Machine Learning Engineer,SE,140000,US,FT
Data Scientist,SE,226600,US,FT
Data Scientist,SE,140100,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Research Engineer,SE,250000,US,FT
Research Engineer,SE,176000,US,FT
Machine Learning Scientist,EN,80000,CA,FT
Analytics Engineer,SE,233400,US,FT
Analytics Engineer,SE,145300,US,FT
